Content,Date,Title
陸上自衛隊にこの春、入隊したばかりの１８歳が、実弾射撃の訓練中に同僚に発砲し、２人が死亡、１人がけがをした。国の防衛のために所持が認められている武器をこのように使うことなど、決して許されない。動機の解明を急ぐとともに、教育訓練のあり方を再点検し、再発防止につなげねばならない。事件が起きたのは、岐阜市にある陸自の射撃場。自動小銃を撃った自衛官候補生は、殺人未遂容疑で現行犯逮捕されたが、詳しい事情はわかっていない。３人の被害者は、いずれも訓練を指導する隊員だったという。自衛官候補生とは、１８歳以上３３歳未満の男女が、約２～３年の任期制自衛官になる前に３カ月間、基礎的な教育訓練に専従するものだ。少子化の進行で自衛官の確保は難しくなっており、２０１８年度には採用上限年齢が２６歳から３２歳に引き上げられた。入隊して間もない若者が事件を起こした背景に何があったのか。高度な規律を維持するためにも、解明は不可欠だ。浜田靖一防衛相は記者団に対し、国民に心配をかけたことを陳謝し、警察の捜査への協力と原因究明、再発防止を指示したことを明らかにした。陸自トップの森下泰臣陸上幕僚長も「武器を扱う組織として決してあってはならない」と述べ、調査委員会を立ち上げるとした。自衛隊をめぐっては最近、重大な事故が相次いでいる。沖縄県の宮古島周辺で４月、陸自のヘリコプターが墜落、九州南部の防衛警備を担う第８師団の師団長ら１０人が死亡した。１月には山口県周防大島沖で、海上自衛隊の護衛艦が座礁し、自力航行できなくなった。ヘリ墜落の原因はいまだわかっていないが、護衛艦の事故は人為的なミスだったことが防衛省の調査で判明している。ハラスメントの被害も後をたたない。パワハラによる隊員の自殺は、裁判になるなど、たびたび問題となっている。セクハラも深刻で、陸上自衛官だった五ノ井里奈さんが在職中に性暴力を受けた問題では、男性隊員５人が懲戒免職となった。安保３文書を改定し、防衛政策の大転換に踏み切った岸田政権は、防衛費の「倍増」を打ち出し、敵基地攻撃能力の保有など、装備の拡充に力を入れる。しかし、国の防衛の中核を担うのは、現場の自衛官らである。その組織が健全に機能しなければ、「防衛力の抜本的強化」という掛け声も空しくなる。一連の事件や事故を、足元を謙虚に見つめ直す契機にしなければならない。防衛省・自衛隊任せにすることなく、政権として取り組むべき課題である。,2023-06-14T20:00:00.000Z,自衛官候補生　発砲の動機　解明を急げ
マイノリティーへの差別や偏見を根絶するという決意は、国会の中には行き渡っていないのではないか。そう思わざるをえない顛末（てんまつ）である。性的少数者について理解を深めるための「ＬＧＢＴ理解増進法案」が、自民・公明・維新・国民民主の４党が修正した内容で、きのう衆院を通過した。２年前、超党派で法案に合意したが、法制化に反対する保守派に配慮して数々の修正が加えられ、理念は大きく後退した。修正協議の動きは急だった。自民・公明の案に維新・国民の案をほぼ取り込む形で４党が合意したのは先週で、その日のうちに衆院内閣委員会で可決した。超党派合意の案を国会に提出していた立憲・共産・社民や、差別禁止法の制定を国会に求めてきた当事者団体は、かやの外に置かれた。大きな変更は、この法に基づくあらゆる措置の実施について「全ての国民が安心して生活できるよう、留意する」と求める条文が加わった点だ。維新・国民案から取り込んだもので、「『風呂などの男女別の施設を自認する性で利用する人が出るのではないか』と不安を感じる人が出る」と主張する守旧派の意見が念頭に置かれている。だが、その流れで「全ての国民の安心」を留意事項として入れたのでは、当事者を不安や恐れの対象とみる人たちへの「配慮」を広く求めることになる。教育・啓発の実践を萎縮させることにつながりかねない。与党案にあった「民間の団体等の自発的な活動の促進」という文言も、維新・国民案に沿って削除された。超党派案にあった「性的指向及び性自認を理由とする差別は許されない」の表現は消え、「差別は許されない」は「不当な差別はあってはならない」に変更、差別を否定するメッセージ性は薄められた。自民党内の反対派に寄り添うような案を出した維新・国民も、そのまま採り入れた与党も、数年にわたった議論をなきものにする無節操ぶりだ。法案審議ではトランスジェンダーの当事者の公共のトイレ、風呂の使用をことさらに取り上げ、偏見を助長するような質問もみられた。性自認や性的指向を理由とする深刻な差別、いじめへの問題意識は社会で共有されつつあるが、最も後れをとっているのが国会ではないか。当事者や支援する団体は「理解の増進どころか、抑制、後退させる法がつくられようとしている」と不安を隠さない。何のための法律か。参院では丁寧に議論し、理念が共有され確実に機能する法案になるよう、修正しなければならない。,2023-06-13T20:00:00.000Z,ＬＧＢＴ法案　だれを守る法なのか
日本の防衛産業を維持するため、国が財政的にテコ入れできるようにする法律が先週、成立した。個別企業の救済や国内産業の保護に陥ることのないよう、費用対効果を踏まえた、的確な運用が求められる。税金の使い道をチェックする国会の役割も重要だ。自衛隊の任務に「不可欠な装備品」をつくる企業と認定されれば、製造工程の効率化やサイバー攻撃対策などにかかる経費を国が直接、負担する。輸出を後押しするため、海外の仕様に変更するための費用を助成する基金も設ける。収益率の低さから、日本企業の防衛部門からの撤退が相次いでいる。危機感を抱いた政府は、昨年末に改定した国家安全保障戦略で、防衛産業を「防衛力そのもの」と位置づけ、異例の支援に踏み出した。与党だけでなく、野党の立憲民主、日本維新の会、国民民主の各党も賛成した。防衛力の基盤強化の必要性自体には支持の広がりがある。ただ、輸入品の方が性能やコストが優れている場合もあるだろう。何が国産でなければならないのか、国会審議を通じても、「不可欠」の定義はあいまいなままだ。赤字などで事業の継続が難しくなった企業の設備を一時、「国有化」する制度もできた。ただ、できるだけ早く民間の譲渡先をみつけるという、政府の目算通りになる保証はない。買い手が現れず、ずるずると国民負担が膨らむ懸念がある。補助金への依存が深まれば、効率化は進まず、高コスト体質を招く可能性も否定できない。法案に賛成した野党の議員からも、防衛産業にとって、過度な支援は「衰退の道のりだ」という指摘が出たほどだ。企業への事業支援に３６３億円、輸出促進のための基金には４００億円が、今年度予算に計上された。真に効果的で妥当な支援なのか、国会や国民が監視でき、官民の癒着や不正を疑われることもないよう、政府は情報開示に努めねばならない。契約企業の従業員が機密性の高い情報を漏らした場合の刑事罰も設けられた。経済活動の萎縮や、国民が知るべき情報まで不当に隠されることのないよう、慎重な運用が必要だ。自衛隊だけしか使わない独自仕様や少量多種の発注が繰り返されることで、企業に負担がかかっているとの指摘もある。国会審議では、「プライム企業」と呼ばれる大手に利益が集中し、何千社もの下請けには回っていないのではないか、という疑問も示された。財政支援だけでなく、発注の仕方や業界の慣行といった構造問題の改善にも、同時に取り組むべきだ。,2023-06-13T20:00:00.000Z,防衛産業支援　透明性と効果的運用を
自治体の首長と地方議会は、自治を支える「車の両輪」である。議員定数を一方的に削減するだけでは、そのバランスが崩れ、多様な住民の意思をくみ取り、首長をチェックする議会の機能が衰えかねない。大阪市議会の定数を、８１から７０に減らす条例改正案が、大阪維新の会の主導で可決・成立した。「身を切る改革」を旗印にする維新は、今春の統一地方選でも議員定数の削減を公約に掲げ、市議会の過半数を初めて獲得したことで、一気に実現に動いた。維新が１１年に市長の座を押さえて以降、１７年に３減、２２年に２減の改正が行われたが、今回は２桁の大幅減。１人区をつくらない前提で、「一票の格差」が２倍以上とならないよう、定数３～６の１１選挙区で１ずつ減らした。大きな政党や現職がますます強みを発揮し、小政党や新顔は議席が遠のく。維新に有利なことは否めない。そもそも、大阪市の人口あたりの議員数は、現状でも少ない。新定数では、２０の政令指定市の中で、大阪市より少ないのは横浜市だけになる。議員報酬や政務活動費などの公費支出を抑えられるのは確かだが、少数派の声が議会に届きにくくなることは見過ごせない。大阪では、維新が過半数を先に握った府議会での定数削減が先行した。この１０年余で１０９から７９へと、実に３割近く減った。人口規模が近い神奈川や愛知の県議会は１００を超えており、大阪の少なさが際立つ。特に問題なのが、当選者が１人だけの「１人区」が増え、５３選挙区のうち３６と７割近くなったことだ。落選した候補者に投じられた「死票」が増え、多様な民意の反映には逆行する。地域の過疎化や議員のなり手不足で、定数削減に踏み切る地方議会は少なくないが、大阪の場合、事情が異なるのは明らかだ。従来の行政組織や他の政党ではなしえない改革の「実行」をうたう維新の下で、異論にも耳を傾け、丁寧な合意形成に努めるべき議会の役割が果たされているとは言い難い。その象徴が、カジノを含む統合型リゾート（ＩＲ）誘致の是非を問う住民投票の扱いだ。府民有志が法で定められた必要数を大きく上回る署名を集めて条例の制定を請求したが、府議会は昨年７月、わずか１日の質疑で、維新などの反対多数によってあっさり否決した。議員定数の削減に住民の支持があると維新は強調する。だがそれは、議員が期待される役割を果たしていないという不信の表れでもあろう。議会を「縮小」するよりも、議員の本分を尽くすことが先決である。,2023-06-12T20:00:00.000Z,大阪の議員数　削減ありきでよいのか
核軍備や軍事行動にかかわる国家機密が、私物のようにずさんに扱われていたとすれば由々しい事態であり、米国の信頼にも直結する。緊密な関係にある日本としても真相の徹底解明を求めるべきだ。トランプ前米大統領が公文書を違法に保持したなどとして、スパイ防止法違反など３７件の罪で起訴された。３月にニューヨーク州で不倫の口止め料などをめぐって起訴されているが、今回は大統領の職務にかかわる連邦レベルでの訴追である。トランプ氏の邸宅に対する家宅捜索などを経て特別検察官がまとめた起訴内容に、世界の人々は驚愕（きょうがく）したことだろう。米国の核計画、米国と同盟国の弱点、他国からの攻撃への報復計画――。そうした内容を含む大量の文書箱が、無造作に邸宅のバスルームなどに積み置かれていたとされる。米国には大統領の公務記録をつぶさに残す法制度があり、それは民主主義を支えるルールでもある。ところがトランプ氏は２０２１年の退任以降、文書を自宅に持ち出したばかりか、当局から返却を求められても、すぐに応じてこなかった。記録の私物化自体が許されぬ行為だが、まして国防機密となれば国際安全保障にも影響を及ぼしかねない。公判は法と証拠に基づいて、厳正に進めてもらいたい。この問題を含め、トランプ氏の言動は明らかに常軌を逸してきた。文書の機密指定は自分の判断で自動的に解除されると強弁。訴追は現政権による「権力の乱用だ」と主張している。そもそも自身の退任を米国民が選択した前回大統領選挙の結果を、トランプ氏はいまだに認めていない。立候補を表明した来年の大統領選についても、公式の最終結果を受け入れるかどうかの明言を避けた。法やルールを超越した存在であるかのようにふるまうその姿こそ、「権力の乱用」と言うべきだ。さらに、今に至るも、共和党内からトランプ氏の主張に同調する声が聞こえてくるのは理解に苦しむ。まるでトランプ氏の支持層を敵に回すのを恐れているかのようだ。共和党の論戦が低調なままでは、米国の民主主義の未来は暗い。トランプ氏になびく保守層をねばり強く説得し、米国の対外信用を取り戻す巨視的な政策論を競い合って、「脱トランプ」を図るべきだ。多国間協調の破壊、同盟の軽視、保護主義的な通商政策。前政権の対外政策が国際社会に残した不信と懸念は深く重い。それらがいかに国際秩序を揺るがしたか。各候補は謙虚に省みる必要がある。,2023-06-12T20:00:00.000Z,トランプ氏起訴　混迷政治脱する論戦を
大雨への警戒が必要なシーズンに入った。備えを再点検し、早めの避難を心がけて出水期を乗り切りたい。６日に発生した台風３号は進路によっては広い範囲で大雨をもたらすおそれがあり、注意が必要だ。台風２号の接近と梅雨前線の影響で雨が強まった今月初めは多くの地点で２４時間雨量が観測史上最多を更新し、土砂崩れや住宅の浸水が相次ぎ、犠牲者も出た。経験したことのない降雨を前提に、防災情報への感度を高めることが大切だ。気象庁は今年から線状降水帯の発生について最大３０分前に「直前予測」を出している。発達した積乱雲が帯状に連なるこの現象は多くの豪雨災害の要因となっている。月初の大雨では高知や和歌山、静岡など６県で発表された。避難の判断にはできるだけ時間の余裕が必要だ。早めの発表に努め、判断の新たな手がかりとなるよう周知してほしい。ただ、利用する際、発展途上の技術であることには注意が必要だ。線状降水帯の発生には水蒸気量や湿度が複雑に関係し、メカニズムもよくわかっていない。気象庁は昨年から近畿や東海といった地方予報区単位で半日前にも予測情報を出しているが、昨年は６～１０月に出した１０事例のうち的中したのは３例にとどまり、発生を見逃していたこともあった。運用しながら改善しているのが実情だ。利用者は国土交通省などが出す河川の水位や自治体の避難情報など他のデータとあわせ、危険察知のきっかけとしたい。近年、短時間の豪雨の際に注意すべきなのが「内水氾濫（はんらん）」だ。雨量に下水道の排水能力が追い付かず、冠水や浸水につながる。都市化とともに頻発する傾向にあるが、対策は十分に進んでいない。２４時間雨量が過去最高を更新した埼玉県越谷市では内水氾濫で道路の通行止めや車の水没も起き、県内の床上・床下浸水は３千件を超えた。内水氾濫は昨年夏の豪雨でも各地で発生、１９年の台風１９号では１５都県で浸水を招いた。国土交通省は内水氾濫のハザードマップの作成を、発生が想定される１１１０市町村に義務づけている。だが、昨年９月時点で作成済みは１割にとどまる。迅速な判断の手引とするには自治体への技術的な支援や住民に活用を促すなど、国の取り組み強化が求められる。５月には石川県や千葉県で強い揺れもあった。複合災害も念頭におく必要がある。災害は多様でも備えには共通する点が多い。水や食料の蓄え、避難所へのルートや家族との連絡方法の確認など、準備を徹底してリスクを小さくしていこう。,2023-06-10T20:00:00.000Z,大雨への備え　情報への感度高めよう
どんな国籍や民族であろうとその人の尊厳を重んじて遇し、保護すべき人は確実に守る。そんな入管行政への転換はいつ実現するのだろうか。外国人の収容・送還のルールを変える改正出入国管理法が、きのう成立した。審議の過程で難民認定や収容の現場での耳を疑うような問題が表面化したさなかの幕引きだった。法務・入管当局に向けられた社会の不信は深まったままだ。法案を押し切った政府と、参院で採決を強行した与党、行動をともにした維新、国民民主の責任はきわめて重い。■見失われた原点法案の原点は、長崎県内の入管施設に収容中のナイジェリア人男性が１９年、長期収容に抗議しハンストした末に餓死した、あってはならない死だった。刑事手続きの逮捕・勾留と違い、入管の収容に裁判所の許可は不要で、数年に及ぶこともある。０７年からの１４年間で、入管施設では１７人が死亡していた。入管が人権保障の行き渡らない場であっていいはずはなく、入管行政のあり方を根底から問い直すべき局面だったはずだ。ところが、有識者の専門部会の議論を経て政府がつくった法案は、「送還を拒み、難民申請を繰り返す人々」の対策に焦点をあてていた。難民申請中の人は送還しない現在の規定は、法改正で、３回目の申請以降は適用外となる。その一方、適正手続きの保障の観点から多くの国が採る、収容や延長の可否に裁判所などが関与するしくみは入れなかった。在留を望む外国人を受け入れるかどうかの判断は、その国の事情や政策にもかかわり、どの国にとっても簡単ではない。ただし、少なくとも普遍的な人権という価値に立脚していることが厳正に求められている。法案が最初に提出された２１年と再提出の今年のいずれも、国連人権理事会の特別報告者らは「国際人権基準を満たしていない」と見直しを求めた。法務・入管当局は「法的拘束力はない」と、取り合わなかった。収容や難民認定など、人の生命や自由にかかわることを、当局だけで決めるしくみが、さまざまな問題の根底に横たわっている。■難民認定への疑義改正法の下では、保護すべき人は２回の申請までに難民認定することが必須になる。ところが、現状の認定手続きはそうなっていない疑義が、審議を通して強まった。難民と認定するかどうかは、まず入管が判断し、不服の申し立てがあれば民間有識者の難民審査参与員が３人１組でチェックしたうえで法相が最終判断する、という２段階で行われる。法務・入管当局は「申請者に難民はほとんどいない」といった参与員らの発言を法改正の根拠としてきた。だが、入管が迅速処理していいと判断した案件を一部の参与員にまとめて審査させている運用がわかり、難民認定の公正さが揺らいでいる。不認定が争われた行政裁判では、昨年までの５年間で１０９件中１０４件は国が勝訴したことを、斎藤健法相は適切な運用の象徴として挙げてきた。しかし、迫害のおそれのある国に誤って帰したら取り返しがつかない問題であり、裁判所が５件も不認定の取り消しを命じたことを重く見るべきだ。今年に入ってからも、不認定を取り消す判決がすでに複数出ている。立場が不安定な当事者が裁判を起こすこと自体難しいことにも思いをいたす必要もある。■不信は解消できるか４月に衆院の参考人に招かれた研究者が「法案を通すことは、無辜（むこ）の人間に対して間接的に死刑執行ボタンを押すことに等しい」と強い懸念を表明したことを忘れることはできない。野党が政府法案の対案に盛り込んでいた、政府から独立した委員会による難民認定制度の導入の検討を続けていくべきだ。当事者の利益になりうる部分も、改正法にないわけでない。非正規滞在になっても収容せずに退去手続きを進め、家族や知人が監理人となって社会で過ごす「監理措置」という新制度を設けた。「原則収容」からの転換を進められるかが問われる。監理人は本人の行動について届け出ることを求められ、支援団体などを対象にしたＮＰＯの調査では「なれない・なりたくない」との答えが多かった。市民の協力を得られやすい運用にすることが不可欠だ。法相による「在留特別許可」を、本人自ら申請できるようにもなった。すでに生活基盤がある人の在留を積極的に正規化していくべきだ。日本で生まれ育ったのに、両親に正規の在留資格がないため自らも退去を求められている子どもたちも少なくない。長じて言葉も分からない国籍国に帰すことが人道上、許されるとは考えられない。改正法をどう使うか、今後の入管行政に注がれる目はこれまで以上に厳しい。それぞれを人として尊ぶ実務を重ね、信頼を取り戻していくしかない。,2023-06-09T20:00:00.000Z,改正入管法成立　信頼回復への険しい道のり
マイナンバーカードをめぐる混乱が収まらない。前のめりで普及を図りながら、自らは準備不足を露呈させた政府の責任は重大だ。カードを健康保険証として使う「マイナ保険証」への移行も、日程ありきで強引に進めることは許されない。マイナカードを使った公金受取口座の登録で、本人以外の家族名義の口座を記入した事例が約１３万件も見つかった。登録時に「本人の情報」の記入を促してはいるが、システム上は他人名義でも登録できるためだ。子の分も親の口座で登録するような事例は、事前に想定できたはずだ。システムで防げないなら、本人名義がルールであるとの周知を登録時に十分繰り返すような工夫が必要だった。さらに問題なのは、この件に気づいた国税庁が２月にデジタル庁に伝えたのに、デジ庁内で事実上放置され、河野太郎担当相ら幹部は最近まで把握していなかったことだ。実施体制がお粗末に過ぎる。朝日新聞の社説は、マイナンバーカードの一定の役割は認めつつも、利用の強制や拙速な活用拡大に繰り返し反対してきた。一方で歴代政権は、巨額のポイント付与という「アメ」と健康保険証の廃止といった「ムチ」で突き進んできた。相次ぐ混乱は、そのツケだろう。今後最も懸念されるのが、来年秋の健康保険証の廃止と、マイナ保険証への移行だ。先週法律が成立したが、利用者や医療・介護現場の不安は置き去りのままになっている。高齢者や障害者が円滑にカードを取得し利用できるのか。認知症の人の意思確認や暗証番号の扱いはどうするのか。高齢者や障害者の施設では、健康保険証を預かっている例も多いが、マイナ保険証で同様の運用ができるのか。こうした疑問に政府は十分答えていない。カードを持たない人には、保険の「資格確認書」が発行されるが、本人の申請が原則で、１年ごとの更新も必要になる。申請がない人への交付も検討するというが、詳細は不明だ。発行済みのマイナ保険証でも、病院窓口で資格確認ができず、患者がいったん医療費を全額負担させられた例が出ている。機器の故障やシステム障害時の対応も未解決だ。健康保険は、日本の社会保障制度の根幹である。マイナ保険証に利点はあるにせよ、現行の保険証より不便になったり、不利益を被る人が出たりするようなら本末転倒だ。資格確認書が現行保険証と同様に機能するのかも含め、山積する課題に万全の対策を講じることが不可欠である。今こそ立ち止まって、考え直すべきだ。,2023-06-08T20:00:00.000Z,マイナ保険証　「一本化」強行許されぬ
憲法に違反するとの指摘を、いつまで放置するつもりなのか。国会はただちに、是正に動かねばならない。同性間の結婚を認めない民法などの規定が憲法にかなうのかを問い、当事者たちが５カ所で起こした裁判の一審判決が出そろった。同性カップルが法的な家族になれない現状への違憲の指摘が連なった。裁判は札幌、大阪、東京、名古屋、福岡の各地裁に起こされた。２１年の札幌判決は、法の下の平等を定める憲法１４条１項に違反すると判断。先週の名古屋判決はさらに、結婚や家族に関する法が個人の尊厳に立脚するよう求める２４条２項にも違反すると判断した。きのうの福岡、昨年１１月の東京判決も、２４条２項に照らして違憲状態にあると述べた。唯一、合憲とした昨年６月の大阪の判決も、立法が不備なままでは将来、違憲となる可能性に言及した。どの判決も、結婚できないことで当事者が受けている影響の重大さを認め、国会の対応を促していた。結婚制度は、２人の関係を公に認めるだけでなく、配偶者控除や相続税などの税制上の優遇など、さまざまな権利や責任も伴うものだ。その枠組みから同性カップルを排除することで、国自らが差別的な扱いの当事者になっている状況は、一日も早く解消する必要がある。福岡の原告は判決後の会見で「私たちの人権、人生、生命の問題であることをわかってほしい」と話した。東京都渋谷区が同性カップルを結婚に準じる関係と認める制度を始めて、もう８年になる。３００を超える自治体に広がったが、保護できる範囲には限界がある。先月の主要７カ国（Ｇ７）サミットで、岸田首相が議長としてまとめた首脳コミュニケ（声明）は、「あらゆる人々が性自認、性表現、性的指向に関係なく、生き生きとした人生を享受できる社会を実現する」とうたった。ただし、日本以外の６カ国は同性カップルを認める法整備を既にしており、先進国の中で日本の対応の遅れは明白だ。岸田首相は２月、同性婚は「社会が変わってしまう課題」と国会で答弁していたが、名古屋の判決は「国民が被る具体的な不利益は想定しがたい」とした。同性婚に賛成する人々が増えた近年の社会の変化も、直視した方がよい。議員提案による「ＬＧＢＴ理解増進法」が、今国会で成立する流れになっている。性的少数者への理解を広げ、差別をなくすためのロードマップをつくり、その中に同性婚の法制化を明確に位置づけるべきだ。,2023-06-08T20:00:00.000Z,同性婚判決　「違憲」の是正を急げ
水煙を上げて渦巻く濁流、流されていく家――。目を疑う映像だ。ウクライナ南部の巨大ダムが決壊し、下流に大量の水が押し寄せている。意図的な破壊行為だとすれば、重大な戦争犯罪である。被害の拡大を防ぐ努力とともに、真相の究明と責任者の処罰が必要だ。決壊したカホウカ・ダムはウクライナを南北に流れる大河に１９５０年代に建設された。高さ３０メートル、長さ３キロ以上の巨大な建造物だ。すでに下流の多くの都市や集落が洪水に襲われた。住民がボートで避難する様子のほか、流れ出した地雷のような映像も報じられている。被害は広範囲かつ長期に及びそうだ。ただちに重大な問題は起きていないというが、ダム上流にある原発が冷却不足に陥らないかが懸念される。水不足や汚染物質による健康被害や農業への影響も気がかりだ。国際条約は、ダム、堤防や原発など「危険な力を内蔵する工作物」への攻撃を固く禁じる。ウクライナとロシアは、互いに相手が意図的にダムを破壊したとして非難の応酬に終始している。だが一義的に真相解明の責任があるのは、昨年来ダムを不法に占拠し続けているロシアだろう。根拠を示さずにウクライナを非難する姿勢は説得力を欠く。国際的な調査団の受け入れなどを検討するべきだ。今回の決壊は、ウクライナ側が占領された領土の奪還作戦に着手したのではないかと見られるタイミングで起きた。何者かが意図的に洪水を起こして軍の行動を妨害しようとした可能性も現時点では否定できない。ロシアによるウクライナ侵略では、非戦闘員の虐殺、病院や避難所への攻撃、住宅地への焼夷（しょうい）弾攻撃、捕虜の虐待や拷問など、恥ずべき戦争犯罪が繰り返されてきた。占領地からの子供たちの連れ去りでは、国際刑事裁判所がプーチン大統領に逮捕状を出した。ロシアはただちに違法な侵略をやめ、戦争犯罪の処罰に応じるべきだ。理不尽な非人道的行為に苦しむウクライナの怒りは十分に理解できる。とはいえ、国際規範を守る責任がウクライナ側にもあるのはいうまでもない。すでに指摘されている対人地雷使用などの問題にも真摯（しんし）に向き合うべきだ。何より憂慮されるのが、攻防が激しくなり、規範順守への歯止めが利かなくなることだ。違法な侵略を食い止め、撃退を目指すウクライナを、国際社会が支えるのは当然だ。一方で熾烈（しれつ）な破壊と殺戮（さつりく）を終わらせるための外交的な働きかけを、関係国は一層強める必要がある。,2023-06-07T20:00:00.000Z,巨大ダム決壊　国際法無視は許されぬ
疑義が重なり、採決できる状況には到底ない。参院の存在意義が試される重大な局面だ。外国人の収容・送還のルールを変える出入国管理法改正案をめぐって、政府が不都合な事実を隠したり、事実と異なる説明をしたりしたことが、相次いで明らかになった。立憲が提出した法相の問責決議案は、与党と維新、国民民主などの反対できのう否決された。だが、法案の正当性は大きく揺らいでいる。さまざまな矛盾を追及せずに成立を許すことになれば国会の責任放棄で、国民の負託に背くことになる。先週、表面化したのが、大阪入管の常勤医師が１月、酒に酔って勤務していた問題だ。様子がおかしく呼気のアルコール検査で高い数値が検出された。被収容者への不適切な言動が、かねて指摘されていたという。一医師の問題ではない。１月以降、この医師は診療から外されているが、法務・入管当局はその事実を隠し「常勤医師がいる」と説明してきた。斎藤法相は４月、衆院で「（大阪入管も含め）新たに常勤医の確保に至った」「（医療態勢の）改革の効果が着実に表れている」などと答弁した。入管庁が同月、公表した文書も、常勤医師について「大阪に１人」と現状と違う記載をしている。ほぼ同じ内容の２年前の法案は、収容中のスリランカ出身の女性の死亡をきっかけに、入管の処遇への批判が高まり廃案になった。医療態勢は今回も重要な論点で、不祥事があれば率直に公表するのが筋だ。隠蔽（いんぺい）したことが事実と異なる答弁や説明をうみ、審議の正当性は深く傷つけられた。理解しがたいのは、こうした法務・入管当局の不誠実な姿勢を与党が容認し、法案をただちに採決するよう求めていることだ。政府との緊張関係をあまりにも欠いているのではないか。維新と国民民主も同調し、野党としての役割を忘れ去ったかのようだ。難民認定の２次審査に携わる民間の参与員が「申請者に難民はほとんどいない」と国会で発言したことを端緒に、難民認定の公正さにも疑念が向けられたが、審議は深まっていない。入管側が「難民申請の乱用」と判断した案件が、特定の参与員にまとめて審査されている運用もわかってきた。斎藤法相は参与員の発言を支持する文脈で「参与員が１年６カ月で５００件の対面審査を行うことは可能」と述べたものの、その日の夜に「不可能」と正反対の内容に訂正した。政府側の迷走ぶりも極まっている。このまま進めたのでは、人々の納得はとても得られない。,2023-06-07T20:00:00.000Z,入管法の迷走　採決は国民への背信だ
プラスチックごみであふれた川や海岸、有害物質が蓄積した魚介類――。子どもたちに残すべき未来の環境ではない。交渉が本格化するプラごみ条約で大幅削減を実現することは、大量に消費してきた世代の責任だ。プラごみ問題は深刻化している。経済協力開発機構（ＯＥＣＤ）によると、排出量は２０１９年には３億５３００万トンと２０年前の約２倍になった。５０年には海中のプラスチックの総重量が魚のそれを上回るとの予測もある。日本は、１人当たりの使い捨てプラごみ排出量が米国に次いで多く、責任ある立場だ。１９年に大阪で開かれたＧ２０サミットでは「５０年までに新たな海洋汚染をなくす」との目標がまとまった。今年のＧ７サミットでは、「追加的な汚染ゼロ」を４０年に前倒しした。昨年の国連環境総会は、法的拘束力がある条約を２４年中に作ることに合意。それに向けた政府間交渉の第２回会合が先週あり、約１７０カ国や国際機関、ＮＧＯなどが参加。条文案を秋までに作ることが決まった。欧州などは世界共通の削減目標などの基準を盛り込み、プラスチックの生産量も規制することを主張している。日本は、生産、消費の段階に求められる取り組みを各国の事情に合わせて実施すべきだという立場で、中国や米国も同様だ。今後、世界共通の目標を掲げるか、原料や製品の生産削減まで規制に含めるかなどが焦点になる。プラスチックは軽くて使い勝手がよいがゆえに世界中に広まり、長持ちする半面、分解されずに蓄積する。便利さとごみ問題は、裏腹の関係にある。問題解決には、再利用やリサイクルはもちろん、使用量を減らすことが必須だが、経済や生活に大きく影響する。今のままでは消費者がプラスチックを使わない選択ができる余地は限られ、大幅な削減には使い捨て製品の規制などの対策が必要となってくる。国際交渉で検討すべきことは目標策定、削減方法、途上国への支援、条約義務の実施手段など盛りだくさんだ。生産規制と言っても、原料まで含めるか、特定の素材や使い捨て製品などに限定するのか、プラスチックに含まれる有害な添加物をどうするか。調整は容易ではない。会合に先立ち、日本はノルウェーなど対策に力を注ぐ国で作る「高い野心連合」に参加を表明。会合では、環境省担当官がアジア太平洋地域の理事に選ばれた。交渉に主体的に関われる立場を生かし、汚染ゼロに向けて主導権を発揮してほしい。自国の事情に固執せず、生産の規制策の調整も含め、実効性ある対策の実現に努めるべきだ。,2023-06-06T20:00:00.000Z,プラごみ条約　主体的立場で削減策を
