Content,Date,Title
リニア中央新幹線の一部工事が停滞している現状は見過ごせない。建設主体のＪＲ東海は科学的な根拠に基づく対策を講じ、自治体や住民の理解を早急に得るべきだ。リニア中央新幹線は、超電導の技術を用いて、東京・品川―大阪間の４３８キロ・メートルを１時間強で結ぶ構想だ。ＪＲ東海は、２０３７年の開業を目指している。政府は、全線開通による年間の経済効果を６・５兆円と見込んでいる。災害時には、東海道新幹線のバイパスの機能を果たす役割も期待されよう。このうち品川―名古屋間は２７年の開業を目指し、１４年末に工事が始まった。だが、静岡県側の南アルプスを貫くトンネル工事は、県の認可が得られていない。静岡県の川勝平太知事は、トンネルの新設により、南アルプスの山々に蓄えられた水が流れ出し、県民の生活用水である大井川の水量が減る、と訴え続けている。わき水をすべて大井川に戻す方法が確立されない限り、工事を認めない考えだ。ＪＲ東海は、トンネル開通後に出た水について、全てポンプでくみ上げ、大井川に戻す方針だ。さらに、工事期間中に川に戻すことが困難な水に関しても、大井川上流の田代ダムから供給する案を提示し、今月からはダムを管理する企業と協議を始めた。田代ダムの活用にめどがつけば、大井川の水をすべて川に戻す、という川勝氏が掲げていた条件は満たされる形になる。大井川流域の１０市町は概（おおむ）ね、田代ダムの活用案を歓迎している。リニアの工事に伴うインフラ整備に期待している面もあるのだろう。川勝氏は、流域の自治体とも十分に協議してもらいたい。静岡県内の着工に向けては、なおクリアすべき課題がある。トンネルの掘削で発生する大量の土をどう処理するかで、ＪＲ東海と県の議論は進んでいない。ＪＲ側は南アルプス山中に土の置き場を設ける予定だが、川勝氏は、地盤の脆（もろ）い場所があり、崩落が起きかねないと反発している。地元の不安を解消するには、科学的な知見に基づく対策が不可欠だ。ＪＲ東海は、自治体や地元住民の理解を得られるよう、丁寧な説明に努めねばならない。リニア中央新幹線は総事業費９兆円のプロジェクトで、このうち３兆円は国の財政投融資が充てられる。政府はＪＲ東海と静岡県の対話が円滑に進むよう、後押しする必要がある。,2023/06/25,リニア工事停滞科学的知見もとに前進目指せ
多くの住民を巻き込んだ凄惨（せいさん）な戦争を、二度と起こしてはならない。沖縄の苦難の歴史を胸に刻み、平和と安全を守っていくことが大切だ。太平洋戦争の沖縄戦の犠牲者を悼む「慰霊の日」の２３日、糸満市で全戦没者追悼式が営まれた。７８年前のこの日、旧日本軍の組織的戦闘が終結したとされる。沖縄戦では、日米で２０万人以上が死亡し、このうち９万４０００人もの住民が命を落とした。本土への侵攻を遅らせるため、旧日本軍は、沖縄本島南部に撤退してからも戦いを続行し、多くの住民が戦渦に巻き込まれた。いつの時代も戦争は理不尽に命を奪い、人々の生活を破壊する。犠牲者の無念に思いをはせ、平和への誓いを新たにしたい。岸田首相は式典で、「世界の誰もが平和に暮らせる世の中を実現するため、不断の努力を重ねていく」と語った。沖縄戦と、ウクライナで続く悲劇を重ね合わせ、犠牲者の冥福（めいふく）を祈った人も多いのではないか。沖縄県は那覇市の首里城周辺で、旧日本軍が地下に構築した「司令部壕（ごう）」の調査を進めている。旧軍が爆破し、正確な位置が把握できなかったが、地下の探査で、作戦室などがあった「第１坑道」の場所を特定したという。戦争の苛烈な実相を後世に伝えるため、県は保存や公開を検討してもらいたい。沖縄県を含む南西諸島の安全保障環境は、厳しさを増している。中国は尖閣諸島周辺で領海侵入を常態化させており、台湾周辺では軍事活動を強めている。南西諸島の防衛力の強化は、重要な課題だ。防衛省は、宮古島や石垣島に陸上自衛隊の駐屯地を整備し、ミサイル部隊を配備した。在日米軍と連携し、抑止力を高めていく必要がある。沖縄県の安全を守るには、県の協力が欠かせない。だが、玉城デニー知事は式典で、防衛力強化が「県民に不安を生じさせている」と述べた。沖縄が攻撃目標になりかねないとして、自衛隊が導入する長射程ミサイルの県内配備にも反対している。脅威が存在しないならともかく、現実に脅威が高まっている中で、これに備えるための防衛力強化がかえって緊張を高めるという主張は、理解に苦しむ。もとより、在日米軍施設が沖縄に集中する現状は、早急に是正せねばならない。政府は、普天間飛行場移設など、基地の整理・縮小を着実に進めるべきだ。,2023/06/24,沖縄慰霊の日戦禍を繰り返さぬ誓い新たに
各地で子供のウイルス感染症が急速に広がっている。新型コロナウイルスの感染対策は緩和されたが、引き続き注意する必要がある。東京都は、子供を中心に流行している感染症「ヘルパンギーナ」について、直近の１週間で１医療機関あたりの患者数が６人を超えたとして、警報を出した。２０１９年以来４年ぶりだという。大阪府や滋賀県など各地でも感染が急拡大し、警報レベルに達している。乳幼児がいる家庭や、保育園、幼稚園の運営者らにとっては心配な動向に違いない。ヘルパンギーナは、３８度以上の発熱と、口内にできる水疱（すいほう）が特徴だ。５歳以下の乳幼児がかかることが多い。喉の痛みから食事をいやがる子供が多く、夏季は脱水症状に陥ることがないよう、水分を多めにとることが重要になる。なかなか水分をとれない場合には、アイスクリームやゼリーなどの、冷たく食べやすいものを口にするのも有効だろう。ヘルパンギーナのほかに、発熱や咳（せき）の症状が出る「ＲＳウイルス」も増加しているという。季節外れのインフルエンザも各地で散発しており、学校では集団感染や学級閉鎖などが相次いでいる。ここ３年間は、コロナ対策の感染予防策が、社会全体で徹底されていた。それに伴い、子供がコロナ以外の様々なウイルスにさらされる機会が減り、免疫力が低下したことが急拡大の原因ではないかと専門家は指摘している。新型コロナの感染症法上の位置づけが５類に移行して、人の動きが活発化し、感染が一気に拡大した形だ。感染症全般に共通する対策として、手洗いやうがいといった基本の励行を心がけたい。ヘルパンギーナや手足口病、咽頭結膜熱（プール熱）など、夏に流行する感染症は一般に「夏風邪」と呼ばれる。多くは急な発熱や発疹などの症状がみられる。子供は日常の活動を通じて様々な感染症にかかり、徐々に免疫を獲得していく。コロナ禍の影響で、最近になって、ようやく日常生活を取り戻した子供も多いはずだ。まだ十分な免疫を獲得できていない子供もおり、注意が要る。子供のほか、高齢者も感染すると重症化する例がある。風邪だからと軽視しないことが重要だ。社会はコロナ禍の混乱から回復する途上にある。様々な感染症への警戒を怠らないようにしたい。病院や人の密集する場所ではマスクを着用するなど、適切に感染症と向き合うことが大切だ。,2023/06/24,子供の感染症免疫力低下で急拡大が心配だ
脱炭素へ向け、火力発電所などから出た二酸化炭素（ＣＯ２）を回収して地中に埋める技術への関心が世界で高まっている。日本も事業化を急がねばならない。この技術は「ＣＣＳ」と呼ばれる。特殊な膜や水溶液などを使って、発電所や工場などの排ガスからＣＯ２を分離・回収する。それを船舶やパイプラインで貯留地に運び、１～３キロ・メートル程度の深さの地層にためる。ＣＯ２が漏れないよう、固い地層の下まで穴を掘り、圧縮して封じ込める。日本はＣＯ２の排出を減らそうと、太陽光などの再生可能エネルギーを増やしているが、適地が少ないため急拡大は難しい。当面は天然ガスや石炭による火力発電に頼らざるを得ない。ＣＣＳが広がれば、火力発電を続けやすくなる。鉄鋼などＣＯ２の排出削減が困難な業種は他にもあり、恩恵は大きいと言える。国内では、石油、電力や商社などの日本企業が事業化を計画している。経済産業省は今月、九州沖合や北海道沿岸、首都圏など国内外の７か所の事業を重点的に支援すると発表した。地層を調べる費用などを国が補助する方針だ。経産省は、７か所の事業化で、２０３０年度に日本の年間排出量の１％強となる約１３００万トンのＣＯ２を貯留できると見込む。５０年にＣＯ２排出量を実質ゼロにする国の目標達成には年１・２億～２・４億トンの貯留が必要だとの試算がある。政府は、５０年までに国内の貯留場所を２０～２５か所に増やすとしている。ただ、経産省によると、現状では初期費用が数百億円かかるほか、回収から貯留まで１トンあたり最低でも１万円程度を要する。コストの引き下げが不可欠だ。官民が協力し、ＣＯ２の回収費用を下げる技術開発を進めてほしい。貯留場所の周辺住民や漁業者の理解を得ることも大切だ。経産省は既に北海道の沖合で実証試験を行い、１９年までに３０万トンのＣＯ２貯留に成功した。過去の地震でも漏出しなかったという。ＣＣＳの意義や仕組みを丁寧に説明するとともに、事業者に安全対策の徹底を求め、住民らの不安を軽減することが重要だ。海外では、米国政府が５月、火力発電所に、ＣＣＳの利用などを義務づける新規制案を発表した。米欧や中国など世界で約１５０件のＣＣＳの開発計画があるほか、既に３０件が稼働中だという。政府や事業者は、先行する米欧との連携も強めてもらいたい。,2023/06/23,ＣＯ２地下貯留温暖化防ぐ有効策にできるか
リスクが高い金融商品を巡って、不適切な販売や勧誘をしていた銀行などに、行政処分が下される見通しとなった。銀行の信頼を損なう行為であり、猛省すべきだ。証券取引等監視委員会は、元本割れリスクのある「仕組み債」の販売などに問題があったとして、千葉銀行と子会社のちばぎん証券、武蔵野銀行の３社を行政処分するよう金融庁に勧告した。金融庁は、近く業務改善命令などを出す方針だ。再発防止策の徹底を求めるなど、厳正に対処しなければならない。仕組み債は、デリバティブ（金融派生商品）を組み込んだ複雑な債券で、高い利回りをうたう商品が多い。ただ、株価や為替などの指標に応じて価格が変動し、大きな損失が出る場合もある。金融商品取引法は、顧客の知識や経験、資産状況に合わせて商品の販売や勧誘を行うよう定めている。仕組み債は、リスクを理解できる顧客に限って販売すべき商品であることは明白だ。それにもかかわらず、監視委によると、ちばぎん証券は、銀行側から紹介された顧客の知識や経験を適切に把握せず、仕組み債の販売を長期間、続けていた。これについては多くの苦情が寄せられ、証券会社の団体から３度も注意喚起を受けていた。しかし、ちばぎん証券は多くの苦情に「一方的申し出だ」などと対応しなかった。顧客軽視が目に余る。千葉銀と、提携関係にある武蔵野銀も、「安全に運用し、小遣いが稼げる」などと、勧誘をしていた。紹介した顧客が仕組み債を購入すれば、行員の営業成績に反映されるためだという。預金を集める銀行は信頼が第一だ。千葉銀は地銀の中でもトップクラスの規模で、頭取は今月まで全国地方銀行協会の会長を務めていただけに、責任は重い。問題は、この３社にとどまらないとみられる。金融庁によると、２０２２年３月末時点で約８割の地銀が仕組み債を扱っていた。金融商品の苦情を受け付けるＮＰＯ法人には、「よくわからないまま約３６００万円の損害を被った」「安全な運用を望んで退職金を投じたのに約２３００万円の損害が出た」などの声があった。超低金利で利ざやによる収入が細った銀行が、仕組み債を新たな収益源と考えたという。現在は販売を停止した銀行が多いが、金融庁は金融業界全体の問題と捉え、「顧客本位」の営業姿勢を再び徹底させることが不可欠だ。,2023/06/23,千葉銀処分勧告信頼損なう「仕組み債」の販売
学校は学びの場であるだけでなく、災害時は住民の避難所にもなる。大地震に加え、近年多発している豪雨に対しても、実効性のある安全対策を急ぐべきだ。全国の公立小中学校などの９割以上は、自治体から災害時の避難所に指定されており、地域の防災対策で重要な役割を担っている。学校施設が災害に脆弱（ぜいじゃく）であれば、児童や生徒のみならず、地域住民の安全も守れない。国や自治体はこれまで学校の耐震化工事に重点的に予算を注ぎ、耐震化率はほぼ１００％に達した。一方で、豪雨災害への備えが後回しになったのは否めない。浸水想定区域内にある公立学校は、２０２０年１０月時点で全体の約２割に相当する７４７６校に上るが、このうち対策を施しているのは約１５％にとどまっている。浸水想定区域は「１０００年に１度」とされる大規模水害が前提となっているため、校舎の移転やかさ上げなどの工事は当面急がなくてもよいと考えられがちだ。しかし、こうした長期的な想定とは別に、毎年のように豪雨災害が起きている以上、できることから対策を始め、被害を最小限にとどめる必要がある。１９年１０月の台風１９号では、東日本を中心に２１７０校が被害を受け、２９４校が休校した。復旧に１年間を要したり、間借り施設での授業を強いられたりする事例が相次いだ。屋外にある電気設備が水につかって校舎が停電し、休校に追い込まれるケースは多い。文部科学省は、５月に公表した手引で、こうした事態を防ぐ対策を優先して検討するよう促した。台風１９号で被災した栃木県の高校は、復旧工事に合わせて、電気設備の位置を２メートル近くかさ上げした。成績表や試験の答案などの重要書類を守るため、職員室も１階から２階に移したという。参考にすべき事例ではないか。豪雨が頻発する季節を迎え、各自治体や学校は何を優先すべきかを改めて点検し、対策の実効性を高めてもらいたい。大雨や洪水の気象警報が出た時に、学校を休校にするのか。授業の有無にかかわらず避難所として利用するのか。保護者や住民にこうした情報が的確に伝わらなければ、無用な混乱を招きかねない。学校や自治体は、休校や避難所開設などの基準を盛り込んだマニュアルの整備や避難訓練を通じ、備えを徹底することが大切だ。,2023/06/22,学校の防災対策豪雨への備えも抜かりなく
一部の野党の協力を得て法案成立が順調に進んだからといって、政府・与党が様々な政策課題について、真剣な論戦を軽視するようでは困る。通常国会が閉会した。政府が提出していた６１本の法案のうち、５９本が成立した。このうち防衛財源確保法は、安全保障環境の悪化を踏まえ、税外収入を積み立てて防衛費の増額分に充てる内容だ。原子力発電所の運転期間の延長を柱とした関連法は、脱炭素と電力の安定供給という課題に対処する狙いがある。いずれも日本が直面している懸案の解決を目指したものであり、法制化の意義は大きい。強制送還の対象となった外国人の処遇を見直す改正出入国管理・難民認定法は、自民、公明両党と、日本維新の会、国民民主党がまとめた修正案が成立した。より良い制度とするため、与野党が協力して合意を形成したことは評価できる。一方、重要課題に関する政府・与党の姿勢には疑問も残った。性的少数者（ＬＧＢＴ）への理解増進法の委員会審議は、衆参両院ともわずか１日で、いずれも３時間前後で終わった。曖昧な表現が多く、内容に問題があるにもかかわらず、自民党の法案提出者から明確な説明はなかった。このままでは、悪意ある男性が「私は女性だ」と主張して女性専用のスペースを利用するといった事態を助長しかねない。「社会が変わる」ほどの法案を拙速に成立させたことは、将来に禍根を残す恐れが大きい。来年秋に健康保険証を廃止し、マイナンバーカードに一本化する施策は、関連法が成立したが、２年前からトラブルが多発していたことが判明した。患者が医療機関で「マイナ保険証」を示しても、無効とされる事例もあった。野党に限らず、公明党からも「無理やりやることはない」と慎重論が出ているのに、岸田首相は、保険証の廃止方針は変えないと強調している。首相の「聞く力」はどこに行ったのか。今国会では、立法府の権威を揺るがすような事態も相次いだ。昨年の参院選後、海外に滞在したまま一度も登院しなかった参院議員は除名され、動画投稿サイトで著名人を脅迫した容疑で逮捕された。また、法案採決を力ずくで阻もうとして、議員２人にけがをさせた参院議員もいた。国権の最高機関を貶（おとし）める振る舞いは許されない。各党は、規律を徹底する必要がある。,2023/06/22,通常国会閉会論戦が深まったとは言い難い
日本の先端技術が盗み取られていたとすれば、深刻な事態だ。政府は重要な情報について管理を強化し、大切な技術を守らねばならない。国立研究開発法人「産業技術総合研究所」（産総研）に在籍している中国籍の主任研究員が、中国企業に研究データを漏洩（ろうえい）したとして、不正競争防止法違反の疑いで警視庁に逮捕された。問題となったのは、地球温暖化防止に有効とされる特殊なガスの合成技術に関する情報で、主任研究員が２０１８年、中国企業にメールで送っていた。企業は１週間後、同じ内容の技術で中国の特許を申請し、取得したという。産総研は日本最大級の公的研究機関で、多額の国費が投じられている。その研究成果が他国に渡り、日本の産業振興につながらない状況など、あってはならない。主任研究員は、中国軍と関係が深いとされる北京理工大学の教職を兼任していた。インターネット上には、中国で表彰され、習近平国家主席と握手を交わしている写真も掲載されている。中国企業は産総研がある茨城県つくば市に代理店を置き、主任研究員の妻が社長に就いていた。産総研は、こうした状況を把握することはできなかったのか。２０年前に主任研究員を採用した経緯や、研究成果の取扱規則を検証し、結果を公表すべきだ。先端研究の分野では、優秀な人材の獲得競争が世界的に激しさを増している。日本でも研究機関や企業で多くの外国人が活躍している。それ自体は必要なことだが、技術の流出にどう対処するのかが、大きな課題となっている。日本はこうした問題への対応が遅れている。今回の事件は氷山の一角だろう。各機関や企業は、改めて情報漏洩のリスクを点検し、対策を講じてほしい。研究者の不審な行動に関する内部通報制度の導入なども検討してはどうか。中国は各国から技術情報を集め、国際競争で優位に立とうとしている。日本では過去にも、スマートフォンの技術が中国企業に流出する事件が摘発されている。先端技術に関する情報が簡単に漏れるようでは、各国との共同研究や技術開発も立ちゆかなくなる。政府や関係機関は、危機意識を高める必要がある。政府は、経済安全保障の観点から、先端技術などの情報管理を厳格化する「セキュリティー・クリアランス（適性評価）」の導入を目指している。実効性のある制度にすることが不可欠だ。,2023/06/21,技術漏洩事件スパイ行為への危機感高めよ
米巨大ＩＴ企業２社がスマートフォンの基本ソフト（ＯＳ）やアプリの流通市場で寡占を続けている。消費者が不利益を被らないよう、政府は規制を急ぐべきだ。政府のデジタル市場競争会議は、巨大ＩＴ企業への新たな規制に関する最終報告をまとめた。政府は新法による規制に乗り出す意向で、来年の通常国会での法案提出を目指すという。スマホのＯＳはアップルとグーグルの米２社が市場を二分し、支配的な立場にある。ゲームや電子書籍などを提供する「アプリストア」も２社が寡占している。アプリを販売する企業は２社のルールに従わざるを得ず、高い手数料を払っている。利用者の負担も増している可能性がある。アップルは、ｉＰｈｏｎｅ（アイフォーン）では原則、自社の「アップストア」からのアプリ入手しか認めていない。アプリを提供する企業の売り上げから最大３０％の手数料を徴収しており、「高すぎる」との不満が出ている。アップストアの国内での売上高は年１・６兆円に上るという。寡占による弊害を防ぐには、アプリストアへの新規参入を促し、競争を活発にする必要がある。最終報告は、アップルに、他社のアプリストアを使えるようにすることを義務づける方針を示した。他社の参入を手数料の引き下げ競争につなげるのが狙いだ。ただ、アップルは、アプリ入手を「アップストア」に限定している理由として、安全性の確保を挙げている。他社に開放することで、個人情報の流出や不正アプリの配信などが増える懸念もある。新規制では、アップルが他社のストアを審査するなどの措置をとれるようにする方向だ。適切な審査が行われているか点検し、安全性の確保と競争促進を両立する適切な対策を講じねばならない。一方、グーグルに対しては、検索サイトの表示で、自社のサービスを有利に扱うことを禁じる規制を検討するという。グーグルは、検索結果で地図や動画配信などの自社サービスを上位に表示することが問題視されている。グーグルの検索は市場を寡占しており、そこで自社のサービスを優遇することは公平性を欠く。欧州連合（ＥＵ）は５月にデジタル市場法を施行した。巨大ＩＴ企業にアプリストアの開放を義務づけたほか、自社サービスの利用強制を禁じる内容で、日本が追随する形だ。政府は欧州の例も参考に、規制を具体化してほしい。,2023/06/21,巨大ＩＴ新規制アプリ流通市場の競争を促進
米中関係の改善を阻害している要因は、台湾に対する軍事的威嚇のような、中国の一方的な言動にある。習近平政権はそのことを認識し、自制する必要がある。米国のブリンケン国務長官が北京を訪問し、中国の秦剛国務委員兼外相、王毅共産党政治局員、習国家主席と会談した。米国務長官の中国訪問は約５年ぶりだ。ブリンケン氏は当初、訪中を２月に予定していたが、中国の偵察用気球の米領空侵入を受けて延期していた。米中が今後も対話を継続し、緊張を緩和する流れを作れるかが焦点だった。米中外相の会談は、ワーキングディナーを含め、約７時間半に及んだという。ブリンケン氏は、米中関係について、「誤解や誤算のリスクを減らすため、両国が意思疎通の手段を維持することが重要だ」と強調し、秦氏をワシントンに招待した。秦氏は「双方にとって適切な時期」に訪問すると応じた。対話継続を確認したことは、米中による不測の衝突のリスクを下げる意義がある。ただ、両国間の様々な懸案が今回の会談で解決に向けて前進したわけではない。秦氏は台湾問題を、中国の「核心的利益中の核心」と位置づけ、米中関係に与えるリスクが最も大きいという見解を示した。習氏も「米国は中国の正当な権益を損ねてはならない」と強調した。米国の台湾への関与強化を牽制（けんせい）したのだろうが、そうした事態を招いたのは中国自身である。そもそも米国は、米中関係の基礎をなす１９７２年の米中共同声明で、「台湾問題の平和的解決」への関心を強調していた。しかし、習政権は、国力増大を背景に、平和的解決どころか、台湾を武力統一する可能性を頻繁に公言するようになった。中国軍機による台湾の防空識別圏への進入を繰り返し、台湾周辺での大規模な軍事演習も行っている。東・南シナ海も含め、中国が力による現状変更を図る事態には、米国だけでなく、世界全体が懸念を抱いている。米国が厳しい姿勢を貫くのは、問題が国際秩序の安定に関わるからだ。中国が米国との国防当局・軍高官の協議を拒んでいるのも、責任ある大国の態度とは言えない。バイデン米大統領と習氏による今秋の会談実施も模索されている。首脳レベルで意思疎通する必要はあるが、成果を期待するためには、中国が強圧的な姿勢を改めることが先決だろう。,2023/06/20,米中外相会談習氏の自制が関係改善の鍵だ
世界的に人材の獲得競争は激しくなっている。日本で働くことを選択する外国人を増やそうという狙いは妥当だろう。政府が、外国人の在留資格「特定技能」の制度を見直し、熟練した技能を持つ外国人が就労できる業種の拡大を決めた。特定技能には、在留期間の上限が５年で、一定の技能があれば取得できる「１号」と、在留期間の更新の上限はないものの、熟練した技能が必要で、難しい試験も課せられる「２号」がある。今回、政府が見直したのは、２号の資格で働ける業種だ。これまでは建設業、造船・舶用工業の２分野に限っていたが、新たに農業や外食など９分野を加えた。これにより、熟練した外国人が働く職場は大幅に広がるだろう。１号の人は、別の在留資格がある「介護」をのぞく１１分野で、２号の試験をパスすれば、在留期間の制限が事実上なくなる。２０１９年に特定技能制度が始まって５年目に入っている。今年３月末時点で、２号は１１人だけだが、１号は１５万人にのぼる。現行制度の下では、１号の資格で働く外国人は、来年春以降順次、帰国しなければならない。こうした外国人労働者には、日本語を習得し、生活や仕事に順応してきた人も多いという。今回、１号と２号の制度を連結させたのは理解できる。２号の資格を持てば、母国で暮らす配偶者などを呼び寄せることが可能だ。今後、日本に永住する外国人が増えるのではないか。政府はまた、特定技能とは別に、ブラジルやペルーなどの日系４世に、日本語の習得などを条件として定住者の在留資格を与えることを決めた。この政策も、外国人の就労環境を整える意図がある。少子高齢化が進んでも、経済や社会の活力を維持するため、様々な取り組みによって外国人の働き手を増やすことは大切だ。一方で、治安の悪化やトラブルの多発を懸念する人もいるだろう。行政や、外国人を受け入れる企業の責任は一層重くなる。外国人が多い地域では、多言語対応の相談窓口を増やす必要がある。企業は、研修などで日本の法律や社会制度を教えるといった取り組みを強化してほしい。今後、外国人の政治参加を求める声が出てくる可能性もある。だが、憲法は、参政権は日本国民固有の権利だと明記しており、安易に外国人に認めることはできない。地方の住民投票も含め、慎重な対応が不可欠だ。,2023/06/20,特定技能制度貴重な外国人材つなぎとめよ
民主主義と法の支配を先導すべき米国が、トランプ前大統領の言動によって、自らの威信を傷つけている。同盟国の日本としては、深刻な懸念を抱かざるをえない。トランプ氏が、２０２１年に大統領を退任した後、国防に関する機密文書をフロリダ州の自宅に持ち出し、不法に保持していたとして起訴された。司法当局の捜査を妨害した罪にも問われている。機密文書には、米国や同盟国の軍事情報や、外国首脳とのやりとりが含まれ、トランプ氏は外部の人物に文書を見せたとされる。事実だとすれば、自らの立場や国家安全保障に関する認識の浅さを示していると言うほかない。大統領という職責のゆえに閲覧できる文書を、退任後に私物のように扱うのは常軌を逸している。いかなる人物であっても、法の上に立つことは許されない。裁判所は、法の支配に対する信頼が揺らぐことがないよう、公正な審理に努めてもらいたい。問題は、裁判の審理と来年１１月の米大統領選が同時並行で進んでいくことだ。出馬を表明しているトランプ氏は無実を主張し、「バイデン政権は司法を武器化している」と支持者に訴えている。司法当局は慎重に捜査を進めていたのだろうが、起訴がこの時期にずれこんだことで、政治的動機への疑いを招く余地が生じたのは残念だ。バイデン大統領も、副大統領時代の機密文書が自宅で見つかっており、批判を免れない。トランプ氏はこうした状況を逆手にとり、自らを「政治的迫害」の犠牲者だとして支持拡大を図っている。大統領選で当選して復権した場合には、バイデン氏に「報復」するとも公言している。問題を政治化しているのは、トランプ氏自身である。前回大統領選の敗北を受け入れず、意のままに国を操ろうとするトランプ氏の言動は自ら、大統領の資質を欠いていることを物語っている。野党・共和党の有力政治家は、熱狂的なトランプ支持者の反発を恐れ、トランプ氏への批判を避け続けている。これでは、無党派層は離れるだけだろう。バイデン氏も、国民の分断を克服するという公約を果たせずにいる。再選を支持する声は高まっているようには見えない。米国の混乱は、「力による現状変更」や国際秩序の改編を図る中露両国を利することになる。トランプ氏に振り回される現状から脱却し、同盟国が安心して見ていられる政治を取り戻してほしい。,2023/06/19,トランプ氏起訴米国の威信が問われる醜態だ
山の斜面に設置された太陽光発電の設備が、大雨などで崩落するケースが相次いでいる。地域住民の安全を脅かすことがないよう、設置場所の安全を確保することが重要だ。全国に８７００ある大規模な太陽光発電設備のうち、少なくとも２３０の設備は、土砂災害のリスクが高い警戒区域に設置されていることが読売新聞の調査でわかった。大半は山の斜面で、麓に住宅が密集している地域もあった。設置時に森林を伐採すると、山の保水力が低下し、地滑りなどが起きやすくなると指摘されている。大量のパネルが一斉に滑り落ち、住宅や道路を直撃すれば、大惨事につながりかねない。２０１８年の西日本豪雨では、神戸市の山の斜面からパネルが崩落し、近くを走る新幹線が運休する事態となった。２１年度に大雨や崖崩れでパネルが流出した事故は全国で５０件近くに上っている。太陽光は再生可能エネルギーの主力で、パネルを設置すれば手軽に発電できる。東日本大震災後には、発電した電気を、国が決めた価格で電力会社が買い取る制度も始まり、多くの事業者が山林や農地などに設備をつくった。温室効果ガスの排出量を削減するためには、太陽光の活用は欠かせない。しかし、政府は、普及を急ぐあまり、パネルを設置する場所の安全確保に対する意識が足りなかったのではないか。今国会では改正再エネ特措法が成立した。設備の防災対策が十分でないなどの法令違反があれば、政府の電力買い取り制度の対象から外すことを盛り込んでいる。政府と自治体は、各地のパネルに崩落の危険などがないか、改めて点検し、違反が見つかれば、厳しく対処すべきだ。改正法では、今後、新たに設備をつくったり、既存の設備を転売したりする場合は、事業者が住民説明会を開いて計画を周知することも義務づけられた。太陽光発電を巡っては、災害の懸念だけでなく、地域の風景になじまないという景観の問題や、反射光がまぶしいといった不満の声もある。経済産業省には、再生エネ設備について１０００件を超える苦情や相談があったという。事業者は、こうした課題の解決策を検討し、周辺の住民に丁寧に説明する必要がある。各地にあるパネルの多くは、２０３０年代に耐用年数に達する。廃棄処理をどうするのか、リサイクルは可能なのか、技術開発も含めて検討を急がねばならない。,2023/06/19,太陽光パネル設置場所の安全対策は十分か
防衛力を強化する土台がようやく整ったと言えるだろう。政府は、残る課題となる財源の安定的な確保にも、道筋をつけなければならない。防衛費の増額に向け、税外収入を活用するための特別措置法が、自民、公明両党などの賛成多数で成立した。政府が今国会で最重要法案に位置づけていた法整備が、実現したことになる。日本を取り巻く安全保障環境の極端な悪化を踏まえれば、防衛費を増額するのは妥当だ。ミサイルなどの弾薬は不足しがちだ。自衛隊施設も老朽化が目立つ。政府は、装備品の購入や施設整備を計画的に進め、着実に防衛力を向上させる必要がある。特措法は、特別会計の剰余金や、国有財産の売却益といった税外収入を積み立てておく「防衛力強化資金」を創設することが柱だ。その資金は、２０２４年度以降の防衛予算の一部となる。政府は防衛費について、２３～２７年度の５年間の総額を４３兆円程度とする方針を決めている。「２７・５兆円程度」としている現行計画の１・５倍超だ。新たに必要となる増額分は１４・６兆円程度だが、今回決めた税外収入で確保できる予算は、４・６兆～５兆円強にすぎない。このため政府は、毎年度予算の使い残しである決算剰余金（３・５兆円程度）や歳出削減（３兆円強）のほか、たばこ税などの増税で賄う方針を打ち出している。だが、想定している財源確保策はいずれも見込み額であり、実際に捻出できるかは分からない。例えば決算剰余金は、直近１０年間の平均額から算出したもので、これを下回る可能性はある。歳出削減は防衛費に限らず、少子化対策でも検討されている。それほど削る余地があるのか。政府は昨年末、増税は「２４年以降の適切な時期」に実施すると決めた。だが、１６日にまとめた「骨太の方針」では、「２５年以降」への先送りを示唆した。財源を計画通りに確保できず、国債発行に頼ることになれば、将来世代にツケを回してしまう。岸田首相は、増税の実施時期の判断から逃げてはならない。今国会では、防衛産業を支援する生産基盤強化法も成立した。製造工程の改良などに取り組む企業を財政面で支援し、事業撤退の流れを食い止める狙いがある。防衛産業が弱体化すれば、脅威に直面した時には、装備品の修理や追加配備はままならない。手厚い支援を講じてもらいたい。,2023/06/18,防衛力強化２法安定財源の議論から逃げるな
